REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
RE1,DEMCONSDSL,S102,2040,1.0
RE1,DEMCONSDSL,S102,2041,1.0
RE1,DEMCONSDSL,S102,2042,1.0
RE1,DEMCONSDSL,S102,2043,1.0
RE1,DEMCONSDSL,S102,2044,1.0
RE1,DEMCONSDSL,S102,2045,1.0
RE1,DEMCONSDSL,S102,2046,1.0
RE1,DEMCONSDSL,S102,2047,1.0
RE1,DEMCONSDSL,S102,2048,1.0
RE1,DEMCONSDSL,S102,2049,1.0
RE1,DEMCONSDSL,S102,2050,1.0
RE1,DEMCONSDSL,S102,2051,1.0
RE1,DEMCONSDSL,S102,2052,1.0
RE1,DEMCONSDSL,S102,2053,1.0
RE1,DEMCONSDSL,S102,2054,1.0
RE1,DEMCONSDSL,S102,2055,1.0
RE1,DEMCONSELC,S101,2022,1.0
RE1,DEMCONSELC,S101,2023,1.0
RE1,DEMCONSELC,S101,2024,1.0
RE1,DEMCONSELC,S101,2025,1.0
RE1,DEMCONSELC,S101,2026,1.0
RE1,DEMCONSELC,S101,2027,1.0
RE1,DEMCONSELC,S101,2028,1.0
RE1,DEMCONSELC,S101,2029,1.0
RE1,DEMCONSELC,S101,2030,1.0
RE1,DEMCONSELC,S101,2031,1.0
RE1,DEMCONSELC,S101,2032,1.0
RE1,DEMCONSELC,S101,2033,1.0
RE1,DEMCONSELC,S101,2034,1.0
RE1,DEMCONSELC,S101,2035,1.0
RE1,DEMCONSELC,S101,2036,1.0
RE1,DEMCONSELC,S101,2037,1.0
RE1,DEMCONSELC,S101,2038,1.0
RE1,DEMCONSELC,S101,2039,1.0
RE1,DEMCONSELC,S101,2040,1.0
RE1,DEMCONSELC,S101,2041,1.0
RE1,DEMCONSELC,S101,2042,1.0
RE1,DEMCONSELC,S101,2043,1.0
RE1,DEMCONSELC,S101,2044,1.0
RE1,DEMCONSELC,S101,2045,1.0
RE1,DEMCONSELC,S101,2046,1.0
RE1,DEMCONSELC,S101,2047,1.0
RE1,DEMCONSELC,S101,2048,1.0
RE1,DEMCONSELC,S101,2049,1.0
RE1,DEMCONSELC,S101,2050,1.0
RE1,DEMCONSELC,S101,2051,1.0
RE1,DEMCONSELC,S101,2052,1.0
RE1,DEMCONSELC,S101,2053,1.0
RE1,DEMCONSELC,S101,2054,1.0
RE1,DEMCONSELC,S101,2055,1.0
RE1,DEMCONSELC,S102,2022,1.0
RE1,DEMCONSELC,S102,2023,1.0
RE1,DEMCONSELC,S102,2024,1.0
RE1,DEMCONSELC,S102,2025,1.0
RE1,DEMCONSELC,S102,2026,1.0
RE1,DEMCONSELC,S102,2027,1.0
RE1,DEMCONSELC,S102,2028,1.0
RE1,DEMCONSELC,S102,2029,1.0
RE1,DEMCONSELC,S102,2030,1.0
RE1,DEMCONSELC,S102,2031,1.0
RE1,DEMCONSELC,S102,2032,1.0
RE1,DEMCONSELC,S102,2033,1.0
RE1,DEMCONSELC,S102,2034,1.0
RE1,DEMCONSELC,S102,2035,1.0
RE1,DEMCONSELC,S102,2036,1.0
RE1,DEMCONSELC,S102,2037,1.0
RE1,DEMCONSELC,S102,2038,1.0
RE1,DEMCONSELC,S102,2039,1.0
RE1,DEMCONSELC,S102,2040,1.0
RE1,DEMCONSELC,S102,2041,1.0
RE1,DEMCONSELC,S102,2042,1.0
RE1,DEMCONSELC,S102,2043,1.0
RE1,DEMCONSELC,S102,2044,1.0
RE1,DEMCONSELC,S102,2045,1.0
RE1,DEMCONSELC,S102,2046,1.0
RE1,DEMCONSELC,S102,2047,1.0
RE1,DEMCONSELC,S102,2048,1.0
RE1,DEMCONSELC,S102,2049,1.0
RE1,DEMCONSELC,S102,2050,1.0
RE1,DEMCONSELC,S102,2051,1.0
RE1,DEMCONSELC,S102,2052,1.0
RE1,DEMCONSELC,S102,2053,1.0
RE1,DEMCONSELC,S102,2054,1.0
RE1,DEMCONSELC,S102,2055,1.0
RE1,DEMCONSGSL,S101,2022,1.0
RE1,DEMCONSGSL,S101,2023,1.0
RE1,DEMCONSGSL,S101,2024,1.0
RE1,DEMCONSGSL,S101,2025,1.0
RE1,DEMCONSGSL,S101,2026,1.0
RE1,DEMCONSGSL,S101,2027,1.0
RE1,DEMCONSGSL,S101,2028,1.0
RE1,DEMCONSGSL,S101,2029,1.0
RE1,DEMCONSGSL,S101,2030,1.0
RE1,DEMCONSGSL,S101,2031,1.0
RE1,DEMCONSGSL,S101,2032,1.0
RE1,DEMCONSGSL,S101,2033,1.0
RE1,DEMCONSGSL,S101,2034,1.0
RE1,DEMCONSGSL,S101,2035,1.0
RE1,DEMCONSGSL,S101,2036,1.0
RE1,DEMCONSGSL,S101,2037,1.0
RE1,DEMCONSGSL,S101,2038,1.0
RE1,DEMCONSGSL,S101,2039,1.0
RE1,DEMCONSGSL,S101,2040,1.0
RE1,DEMCONSGSL,S101,2041,1.0
RE1,DEMCONSGSL,S101,2042,1.0
RE1,DEMCONSGSL,S101,2043,1.0
RE1,DEMCONSGSL,S101,2044,1.0
RE1,DEMCONSGSL,S101,2045,1.0
RE1,DEMCONSGSL,S101,2046,1.0
RE1,DEMCONSGSL,S101,2047,1.0
RE1,DEMCONSGSL,S101,2048,1.0
RE1,DEMCONSGSL,S101,2049,1.0
RE1,DEMCONSGSL,S101,2050,1.0
RE1,DEMCONSGSL,S101,2051,1.0
RE1,DEMCONSGSL,S101,2052,1.0
RE1,DEMCONSGSL,S101,2053,1.0
RE1,DEMCONSGSL,S101,2054,1.0
RE1,DEMCONSGSL,S101,2055,1.0
RE1,DEMCONSGSL,S102,2022,1.0
RE1,DEMCONSGSL,S102,2023,1.0
RE1,DEMCONSGSL,S102,2024,1.0
RE1,DEMCONSGSL,S102,2025,1.0
RE1,DEMCONSGSL,S102,2026,1.0
RE1,DEMCONSGSL,S102,2027,1.0
RE1,DEMCONSGSL,S102,2028,1.0
RE1,DEMCONSGSL,S102,2029,1.0
RE1,DEMCONSGSL,S102,2030,1.0
RE1,DEMCONSGSL,S102,2031,1.0
RE1,DEMCONSGSL,S102,2032,1.0
RE1,DEMCONSGSL,S102,2033,1.0
RE1,DEMCONSGSL,S102,2034,1.0
RE1,DEMCONSGSL,S102,2035,1.0
RE1,DEMCONSGSL,S102,2036,1.0
RE1,DEMCONSGSL,S102,2037,1.0
RE1,DEMCONSGSL,S102,2038,1.0
RE1,DEMCONSGSL,S102,2039,1.0
RE1,DEMCONSGSL,S102,2040,1.0
RE1,DEMCONSGSL,S102,2041,1.0
RE1,DEMCONSGSL,S102,2042,1.0
RE1,DEMCONSGSL,S102,2043,1.0
RE1,DEMCONSGSL,S102,2044,1.0
RE1,DEMCONSGSL,S102,2045,1.0
RE1,DEMCONSGSL,S102,2046,1.0
RE1,DEMCONSGSL,S102,2047,1.0
RE1,DEMCONSGSL,S102,2048,1.0
RE1,DEMCONSGSL,S102,2049,1.0
RE1,DEMCONSGSL,S102,2050,1.0
RE1,DEMCONSGSL,S102,2051,1.0
RE1,DEMCONSGSL,S102,2052,1.0
RE1,DEMCONSGSL,S102,2053,1.0
RE1,DEMCONSGSL,S102,2054,1.0
RE1,DEMCONSGSL,S102,2055,1.0
RE1,DEMCONSNGS,S101,2022,1.0
RE1,DEMCONSNGS,S101,2023,1.0
RE1,DEMCONSNGS,S101,2024,1.0
RE1,DEMCONSNGS,S101,2025,1.0
RE1,DEMCONSNGS,S101,2026,1.0
RE1,DEMCONSNGS,S101,2027,1.0
RE1,DEMCONSNGS,S101,2028,1.0
RE1,DEMCONSNGS,S101,2029,1.0
RE1,DEMCONSNGS,S101,2030,1.0
RE1,DEMCONSNGS,S101,2031,1.0
RE1,DEMCONSNGS,S101,2032,1.0
RE1,DEMCONSNGS,S101,2033,1.0
RE1,DEMCONSNGS,S101,2034,1.0
RE1,DEMCONSNGS,S101,2035,1.0
RE1,DEMCONSNGS,S101,2036,1.0
RE1,DEMCONSNGS,S101,2037,1.0
RE1,DEMCONSNGS,S101,2038,1.0
RE1,DEMCONSNGS,S101,2039,1.0
RE1,DEMCONSNGS,S101,2040,1.0
RE1,DEMCONSNGS,S101,2041,1.0
RE1,DEMCONSNGS,S101,2042,1.0
RE1,DEMCONSNGS,S101,2043,1.0
RE1,DEMCONSNGS,S101,2044,1.0
RE1,DEMCONSNGS,S101,2045,1.0
RE1,DEMCONSNGS,S101,2046,1.0
RE1,DEMCONSNGS,S101,2047,1.0
RE1,DEMCONSNGS,S101,2048,1.0
RE1,DEMCONSNGS,S101,2049,1.0
RE1,DEMCONSNGS,S101,2050,1.0
RE1,DEMCONSNGS,S101,2051,1.0
RE1,DEMCONSNGS,S101,2052,1.0
RE1,DEMCONSNGS,S101,2053,1.0
RE1,DEMCONSNGS,S101,2054,1.0
RE1,DEMCONSNGS,S101,2055,1.0
RE1,DEMCONSNGS,S102,2022,1.0
RE1,DEMCONSNGS,S102,2023,1.0
RE1,DEMCONSNGS,S102,2024,1.0
RE1,DEMCONSNGS,S102,2025,1.0
RE1,DEMCONSNGS,S102,2026,1.0
RE1,DEMCONSNGS,S102,2027,1.0
RE1,DEMCONSNGS,S102,2028,1.0
RE1,DEMCONSNGS,S102,2029,1.0
RE1,DEMCONSNGS,S102,2030,1.0
RE1,DEMCONSNGS,S102,2031,1.0
RE1,DEMCONSNGS,S102,2032,1.0
RE1,DEMCONSNGS,S102,2033,1.0
RE1,DEMCONSNGS,S102,2034,1.0
RE1,DEMCONSNGS,S102,2035,1.0
RE1,DEMCONSNGS,S102,2036,1.0
RE1,DEMCONSNGS,S102,2037,1.0
RE1,DEMCONSNGS,S102,2038,1.0
RE1,DEMCONSNGS,S102,2039,1.0
RE1,DEMCONSNGS,S102,2040,1.0
RE1,DEMCONSNGS,S102,2041,1.0
RE1,DEMCONSNGS,S102,2042,1.0
RE1,DEMCONSNGS,S102,2043,1.0
RE1,DEMCONSNGS,S102,2044,1.0
RE1,DEMCONSNGS,S102,2045,1.0
RE1,DEMCONSNGS,S102,2046,1.0
RE1,DEMCONSNGS,S102,2047,1.0
RE1,DEMCONSNGS,S102,2048,1.0
RE1,DEMCONSNGS,S102,2049,1.0
RE1,DEMCONSNGS,S102,2050,1.0
RE1,DEMCONSNGS,S102,2051,1.0
RE1,DEMCONSNGS,S102,2052,1.0
RE1,DEMCONSNGS,S102,2053,1.0
RE1,DEMCONSNGS,S102,2054,1.0
RE1,DEMCONSNGS,S102,2055,1.0
RE1,DEMCOQDSL,S101,2022,1.0
RE1,DEMCOQDSL,S101,2023,1.0
RE1,DEMCOQDSL,S101,2024,1.0
RE1,DEMCOQDSL,S101,2025,1.0
RE1,DEMCOQDSL,S101,2026,1.0
RE1,DEMCOQDSL,S101,2027,1.0
RE1,DEMCOQDSL,S101,2028,1.0
RE1,DEMCOQDSL,S101,2029,1.0
RE1,DEMCOQDSL,S101,2030,1.0
RE1,DEMCOQDSL,S101,2031,1.0
RE1,DEMCOQDSL,S101,2032,1.0
RE1,DEMCOQDSL,S101,2033,1.0
RE1,DEMCOQDSL,S101,2034,1.0
RE1,DEMCOQDSL,S101,2035,1.0
RE1,DEMCOQDSL,S101,2036,1.0
RE1,DEMCOQDSL,S101,2037,1.0
RE1,DEMCOQDSL,S101,2038,1.0
RE1,DEMCOQDSL,S101,2039,1.0
RE1,DEMCOQDSL,S101,2040,1.0
RE1,DEMCOQDSL,S101,2041,1.0
RE1,DEMCOQDSL,S101,2042,1.0
RE1,DEMCOQDSL,S101,2043,1.0
RE1,DEMCOQDSL,S101,2044,1.0
RE1,DEMCOQDSL,S101,2045,1.0
RE1,DEMCOQDSL,S101,2046,1.0
RE1,DEMCOQDSL,S101,2047,1.0
RE1,DEMCOQDSL,S101,2048,1.0
RE1,DEMCOQDSL,S101,2049,1.0
RE1,DEMCOQDSL,S101,2050,1.0
RE1,DEMCOQDSL,S101,2051,1.0
RE1,DEMCOQDSL,S101,2052,1.0
RE1,DEMCOQDSL,S101,2053,1.0
RE1,DEMCOQDSL,S101,2054,1.0
RE1,DEMCOQDSL,S101,2055,1.0
RE1,DEMCOQDSL,S102,2022,1.0
RE1,DEMCOQDSL,S102,2023,1.0
RE1,DEMCOQDSL,S102,2024,1.0
RE1,DEMCOQDSL,S102,2025,1.0
RE1,DEMCOQDSL,S102,2026,1.0
RE1,DEMCOQDSL,S102,2027,1.0
RE1,DEMCOQDSL,S102,2028,1.0
RE1,DEMCOQDSL,S102,2029,1.0
RE1,DEMCOQDSL,S102,2030,1.0
RE1,DEMCOQDSL,S102,2031,1.0
RE1,DEMCOQDSL,S102,2032,1.0
RE1,DEMCOQDSL,S102,2033,1.0
RE1,DEMCOQDSL,S102,2034,1.0
RE1,DEMCOQDSL,S102,2035,1.0
RE1,DEMCOQDSL,S102,2036,1.0
RE1,DEMCOQDSL,S102,2037,1.0
RE1,DEMCOQDSL,S102,2038,1.0
RE1,DEMCOQDSL,S102,2039,1.0
RE1,DEMCOQDSL,S102,2040,1.0
RE1,DEMCOQDSL,S102,2041,1.0
RE1,DEMCOQDSL,S102,2042,1.0
RE1,DEMCOQDSL,S102,2043,1.0
RE1,DEMCOQDSL,S102,2044,1.0
RE1,DEMCOQDSL,S102,2045,1.0
RE1,DEMCOQDSL,S102,2046,1.0
RE1,DEMCOQDSL,S102,2047,1.0
RE1,DEMCOQDSL,S102,2048,1.0
RE1,DEMCOQDSL,S102,2049,1.0
RE1,DEMCOQDSL,S102,2050,1.0
RE1,DEMCOQDSL,S102,2051,1.0
RE1,DEMCOQDSL,S102,2052,1.0
RE1,DEMCOQDSL,S102,2053,1.0
RE1,DEMCOQDSL,S102,2054,1.0
RE1,DEMCOQDSL,S102,2055,1.0
RE1,DEMCOQGSL,S101,2022,1.0
RE1,DEMCOQGSL,S101,2023,1.0
RE1,DEMCOQGSL,S101,2024,1.0
RE1,DEMCOQGSL,S101,2025,1.0
RE1,DEMCOQGSL,S101,2026,1.0
RE1,DEMCOQGSL,S101,2027,1.0
RE1,DEMCOQGSL,S101,2028,1.0
RE1,DEMCOQGSL,S101,2029,1.0
RE1,DEMCOQGSL,S101,2030,1.0
RE1,DEMCOQGSL,S101,2031,1.0
RE1,DEMCOQGSL,S101,2032,1.0
RE1,DEMCOQGSL,S101,2033,1.0
RE1,DEMCOQGSL,S101,2034,1.0
RE1,DEMCOQGSL,S101,2035,1.0
RE1,DEMCOQGSL,S101,2036,1.0
RE1,DEMCOQGSL,S101,2037,1.0
RE1,DEMCOQGSL,S101,2038,1.0
RE1,DEMCOQGSL,S101,2039,1.0
RE1,DEMCOQGSL,S101,2040,1.0
RE1,DEMCOQGSL,S101,2041,1.0
RE1,DEMCOQGSL,S101,2042,1.0
RE1,DEMCOQGSL,S101,2043,1.0
RE1,DEMCOQGSL,S101,2044,1.0
RE1,DEMCOQGSL,S101,2045,1.0
RE1,DEMCOQGSL,S101,2046,1.0
RE1,DEMCOQGSL,S101,2047,1.0
RE1,DEMCOQGSL,S101,2048,1.0
RE1,DEMCOQGSL,S101,2049,1.0
RE1,DEMCOQGSL,S101,2050,1.0
RE1,DEMCOQGSL,S101,2051,1.0
RE1,DEMCOQGSL,S101,2052,1.0
RE1,DEMCOQGSL,S101,2053,1.0
RE1,DEMCOQGSL,S101,2054,1.0
RE1,DEMCOQGSL,S101,2055,1.0
RE1,DEMCOQGSL,S102,2022,1.0
RE1,DEMCOQGSL,S102,2023,1.0
RE1,DEMCOQGSL,S102,2024,1.0
RE1,DEMCOQGSL,S102,2025,1.0
RE1,DEMCOQGSL,S102,2026,1.0
RE1,DEMCOQGSL,S102,2027,1.0
RE1,DEMCOQGSL,S102,2028,1.0
RE1,DEMCOQGSL,S102,2029,1.0
RE1,DEMCOQGSL,S102,2030,1.0
RE1,DEMCOQGSL,S102,2031,1.0
RE1,DEMCOQGSL,S102,2032,1.0
RE1,DEMCOQGSL,S102,2033,1.0
RE1,DEMCOQGSL,S102,2034,1.0
RE1,DEMCOQGSL,S102,2035,1.0
RE1,DEMCOQGSL,S102,2036,1.0
RE1,DEMCOQGSL,S102,2037,1.0
RE1,DEMCOQGSL,S102,2038,1.0
RE1,DEMCOQGSL,S102,2039,1.0
RE1,DEMCOQGSL,S102,2040,1.0
RE1,DEMCOQGSL,S102,2041,1.0
RE1,DEMCOQGSL,S102,2042,1.0
RE1,DEMCOQGSL,S102,2043,1.0
RE1,DEMCOQGSL,S102,2044,1.0
RE1,DEMCOQGSL,S102,2045,1.0
RE1,DEMCOQGSL,S102,2046,1.0
RE1,DEMCOQGSL,S102,2047,1.0
RE1,DEMCOQGSL,S102,2048,1.0
RE1,DEMCOQGSL,S102,2049,1.0
RE1,DEMCOQGSL,S102,2050,1.0
RE1,DEMCOQGSL,S102,2051,1.0
RE1,DEMCOQGSL,S102,2052,1.0
RE1,DEMCOQGSL,S102,2053,1.0
RE1,DEMCOQGSL,S102,2054,1.0
RE1,DEMCOQGSL,S102,2055,1.0
RE1,DEMINDAUTBOI,S101,2022,1.0
RE1,DEMINDAUTBOI,S101,2023,1.0
RE1,DEMINDAUTBOI,S101,2024,1.0
RE1,DEMINDAUTBOI,S101,2025,1.0
RE1,DEMINDAUTBOI,S101,2026,1.0
RE1,DEMINDAUTBOI,S101,2027,1.0
RE1,DEMINDAUTBOI,S101,2028,1.0
RE1,DEMINDAUTBOI,S101,2029,1.0
RE1,DEMINDAUTBOI,S101,2030,1.0
RE1,DEMINDAUTBOI,S101,2031,1.0
RE1,DEMINDAUTBOI,S101,2032,1.0
RE1,DEMINDAUTBOI,S101,2033,1.0
RE1,DEMINDAUTBOI,S101,2034,1.0
RE1,DEMINDAUTBOI,S101,2035,1.0
RE1,DEMINDAUTBOI,S101,2036,1.0
RE1,DEMINDAUTBOI,S101,2037,1.0
RE1,DEMINDAUTBOI,S101,2038,1.0
RE1,DEMINDAUTBOI,S101,2039,1.0
RE1,DEMINDAUTBOI,S101,2040,1.0
RE1,DEMINDAUTBOI,S101,2041,1.0
RE1,DEMINDAUTBOI,S101,2042,1.0
RE1,DEMINDAUTBOI,S101,2043,1.0
RE1,DEMINDAUTBOI,S101,2044,1.0
RE1,DEMINDAUTBOI,S101,2045,1.0
RE1,DEMINDAUTBOI,S101,2046,1.0
RE1,DEMINDAUTBOI,S101,2047,1.0
RE1,DEMINDAUTBOI,S101,2048,1.0
RE1,DEMINDAUTBOI,S101,2049,1.0
RE1,DEMINDAUTBOI,S101,2050,1.0
RE1,DEMINDAUTBOI,S101,2051,1.0
RE1,DEMINDAUTBOI,S101,2052,1.0
RE1,DEMINDAUTBOI,S101,2053,1.0
RE1,DEMINDAUTBOI,S101,2054,1.0
RE1,DEMINDAUTBOI,S101,2055,1.0
RE1,DEMINDAUTBOI,S102,2022,1.0
RE1,DEMINDAUTBOI,S102,2023,1.0
RE1,DEMINDAUTBOI,S102,2024,1.0
RE1,DEMINDAUTBOI,S102,2025,1.0
RE1,DEMINDAUTBOI,S102,2026,1.0
RE1,DEMINDAUTBOI,S102,2027,1.0
RE1,DEMINDAUTBOI,S102,2028,1.0
RE1,DEMINDAUTBOI,S102,2029,1.0
RE1,DEMINDAUTBOI,S102,2030,1.0
RE1,DEMINDAUTBOI,S102,2031,1.0
RE1,DEMINDAUTBOI,S102,2032,1.0
RE1,DEMINDAUTBOI,S102,2033,1.0
RE1,DEMINDAUTBOI,S102,2034,1.0
RE1,DEMINDAUTBOI,S102,2035,1.0
RE1,DEMINDAUTBOI,S102,2036,1.0
RE1,DEMINDAUTBOI,S102,2037,1.0
RE1,DEMINDAUTBOI,S102,2038,1.0
RE1,DEMINDAUTBOI,S102,2039,1.0
RE1,DEMINDAUTBOI,S102,2040,1.0
RE1,DEMINDAUTBOI,S102,2041,1.0
RE1,DEMINDAUTBOI,S102,2042,1.0
RE1,DEMINDAUTBOI,S102,2043,1.0
RE1,DEMINDAUTBOI,S102,2044,1.0
RE1,DEMINDAUTBOI,S102,2045,1.0
RE1,DEMINDAUTBOI,S102,2046,1.0
RE1,DEMINDAUTBOI,S102,2047,1.0
RE1,DEMINDAUTBOI,S102,2048,1.0
RE1,DEMINDAUTBOI,S102,2049,1.0
RE1,DEMINDAUTBOI,S102,2050,1.0
RE1,DEMINDAUTBOI,S102,2051,1.0
RE1,DEMINDAUTBOI,S102,2052,1.0
RE1,DEMINDAUTBOI,S102,2053,1.0
RE1,DEMINDAUTBOI,S102,2054,1.0
RE1,DEMINDAUTBOI,S102,2055,1.0
RE1,DEMINDAUTFUR,S101,2022,1.0
RE1,DEMINDAUTFUR,S101,2023,1.0
RE1,DEMINDAUTFUR,S101,2024,1.0
RE1,DEMINDAUTFUR,S101,2025,1.0
RE1,DEMINDAUTFUR,S101,2026,1.0
RE1,DEMINDAUTFUR,S101,2027,1.0
RE1,DEMINDAUTFUR,S101,2028,1.0
RE1,DEMINDAUTFUR,S101,2029,1.0
RE1,DEMINDAUTFUR,S101,2030,1.0
RE1,DEMINDAUTFUR,S101,2031,1.0
RE1,DEMINDAUTFUR,S101,2032,1.0
RE1,DEMINDAUTFUR,S101,2033,1.0
RE1,DEMINDAUTFUR,S101,2034,1.0
RE1,DEMINDAUTFUR,S101,2035,1.0
RE1,DEMINDAUTFUR,S101,2036,1.0
RE1,DEMINDAUTFUR,S101,2037,1.0
RE1,DEMINDAUTFUR,S101,2038,1.0
RE1,DEMINDAUTFUR,S101,2039,1.0
RE1,DEMINDAUTFUR,S101,2040,1.0
RE1,DEMINDAUTFUR,S101,2041,1.0
RE1,DEMINDAUTFUR,S101,2042,1.0
RE1,DEMINDAUTFUR,S101,2043,1.0
RE1,DEMINDAUTFUR,S101,2044,1.0
RE1,DEMINDAUTFUR,S101,2045,1.0
RE1,DEMINDAUTFUR,S101,2046,1.0
RE1,DEMINDAUTFUR,S101,2047,1.0
RE1,DEMINDAUTFUR,S101,2048,1.0
RE1,DEMINDAUTFUR,S101,2049,1.0
RE1,DEMINDAUTFUR,S101,2050,1.0
RE1,DEMINDAUTFUR,S101,2051,1.0
RE1,DEMINDAUTFUR,S101,2052,1.0
RE1,DEMINDAUTFUR,S101,2053,1.0
RE1,DEMINDAUTFUR,S101,2054,1.0
RE1,DEMINDAUTFUR,S101,2055,1.0
RE1,DEMINDAUTFUR,S102,2022,1.0
RE1,DEMINDAUTFUR,S102,2023,1.0
RE1,DEMINDAUTFUR,S102,2024,1.0
RE1,DEMINDAUTFUR,S102,2025,1.0
RE1,DEMINDAUTFUR,S102,2026,1.0
RE1,DEMINDAUTFUR,S102,2027,1.0
RE1,DEMINDAUTFUR,S102,2028,1.0
RE1,DEMINDAUTFUR,S102,2029,1.0
RE1,DEMINDAUTFUR,S102,2030,1.0
RE1,DEMINDAUTFUR,S102,2031,1.0
RE1,DEMINDAUTFUR,S102,2032,1.0
RE1,DEMINDAUTFUR,S102,2033,1.0
RE1,DEMINDAUTFUR,S102,2034,1.0
RE1,DEMINDAUTFUR,S102,2035,1.0
RE1,DEMINDAUTFUR,S102,2036,1.0
RE1,DEMINDAUTFUR,S102,2037,1.0
RE1,DEMINDAUTFUR,S102,2038,1.0
RE1,DEMINDAUTFUR,S102,2039,1.0
RE1,DEMINDAUTFUR,S102,2040,1.0
RE1,DEMINDAUTFUR,S102,2041,1.0
RE1,DEMINDAUTFUR,S102,2042,1.0
RE1,DEMINDAUTFUR,S102,2043,1.0
RE1,DEMINDAUTFUR,S102,2044,1.0
RE1,DEMINDAUTFUR,S102,2045,1.0
RE1,DEMINDAUTFUR,S102,2046,1.0
RE1,DEMINDAUTFUR,S102,2047,1.0
RE1,DEMINDAUTFUR,S102,2048,1.0
RE1,DEMINDAUTFUR,S102,2049,1.0
RE1,DEMINDAUTFUR,S102,2050,1.0
RE1,DEMINDAUTFUR,S102,2051,1.0
RE1,DEMINDAUTFUR,S102,2052,1.0
RE1,DEMINDAUTFUR,S102,2053,1.0
RE1,DEMINDAUTFUR,S102,2054,1.0
RE1,DEMINDAUTFUR,S102,2055,1.0
RE1,DEMINDBAGBOI_HIG,S101,2022,1.0
RE1,DEMINDBAGBOI_HIG,S101,2023,1.0
RE1,DEMINDBAGBOI_HIG,S101,2024,1.0
RE1,DEMINDBAGBOI_HIG,S101,2025,1.0
RE1,DEMINDBAGBOI_HIG,S101,2026,1.0
RE1,DEMINDBAGBOI_HIG,S101,2027,1.0
RE1,DEMINDBAGBOI_HIG,S101,2028,1.0
RE1,DEMINDBAGBOI_HIG,S101,2029,1.0
RE1,DEMINDBAGBOI_HIG,S101,2030,1.0
RE1,DEMINDBAGBOI_HIG,S101,2031,1.0
RE1,DEMINDBAGBOI_HIG,S101,2032,1.0
RE1,DEMINDBAGBOI_HIG,S101,2033,1.0
RE1,DEMINDBAGBOI_HIG,S101,2034,1.0
RE1,DEMINDBAGBOI_HIG,S101,2035,1.0
RE1,DEMINDBAGBOI_HIG,S101,2036,1.0
RE1,DEMINDBAGBOI_HIG,S101,2037,1.0
RE1,DEMINDBAGBOI_HIG,S101,2038,1.0
RE1,DEMINDBAGBOI_HIG,S101,2039,1.0
RE1,DEMINDBAGBOI_HIG,S101,2040,1.0
RE1,DEMINDBAGBOI_HIG,S101,2041,1.0
RE1,DEMINDBAGBOI_HIG,S101,2042,1.0
RE1,DEMINDBAGBOI_HIG,S101,2043,1.0
RE1,DEMINDBAGBOI_HIG,S101,2044,1.0
RE1,DEMINDBAGBOI_HIG,S101,2045,1.0
RE1,DEMINDBAGBOI_HIG,S101,2046,1.0
RE1,DEMINDBAGBOI_HIG,S101,2047,1.0
RE1,DEMINDBAGBOI_HIG,S101,2048,1.0
RE1,DEMINDBAGBOI_HIG,S101,2049,1.0
RE1,DEMINDBAGBOI_HIG,S101,2050,1.0
RE1,DEMINDBAGBOI_HIG,S101,2051,1.0
RE1,DEMINDBAGBOI_HIG,S101,2052,1.0
RE1,DEMINDBAGBOI_HIG,S101,2053,1.0
RE1,DEMINDBAGBOI_HIG,S101,2054,1.0
RE1,DEMINDBAGBOI_HIG,S101,2055,1.0
RE1,DEMINDBAGBOI_HIG,S102,2022,1.0
RE1,DEMINDBAGBOI_HIG,S102,2023,1.0
RE1,DEMINDBAGBOI_HIG,S102,2024,1.0
RE1,DEMINDBAGBOI_HIG,S102,2025,1.0
RE1,DEMINDBAGBOI_HIG,S102,2026,1.0
RE1,DEMINDBAGBOI_HIG,S102,2027,1.0
RE1,DEMINDBAGBOI_HIG,S102,2028,1.0
RE1,DEMINDBAGBOI_HIG,S102,2029,1.0
RE1,DEMINDBAGBOI_HIG,S102,2030,1.0
RE1,DEMINDBAGBOI_HIG,S102,2031,1.0
RE1,DEMINDBAGBOI_HIG,S102,2032,1.0
RE1,DEMINDBAGBOI_HIG,S102,2033,1.0
RE1,DEMINDBAGBOI_HIG,S102,2034,1.0
RE1,DEMINDBAGBOI_HIG,S102,2035,1.0
RE1,DEMINDBAGBOI_HIG,S102,2036,1.0
RE1,DEMINDBAGBOI_HIG,S102,2037,1.0
RE1,DEMINDBAGBOI_HIG,S102,2038,1.0
RE1,DEMINDBAGBOI_HIG,S102,2039,1.0
RE1,DEMINDBAGBOI_HIG,S102,2040,1.0
RE1,DEMINDBAGBOI_HIG,S102,2041,1.0
RE1,DEMINDBAGBOI_HIG,S102,2042,1.0
RE1,DEMINDBAGBOI_HIG,S102,2043,1.0
RE1,DEMINDBAGBOI_HIG,S102,2044,1.0
RE1,DEMINDBAGBOI_HIG,S102,2045,1.0
RE1,DEMINDBAGBOI_HIG,S102,2046,1.0
RE1,DEMINDBAGBOI_HIG,S102,2047,1.0
RE1,DEMINDBAGBOI_HIG,S102,2048,1.0
RE1,DEMINDBAGBOI_HIG,S102,2049,1.0
RE1,DEMINDBAGBOI_HIG,S102,2050,1.0
RE1,DEMINDBAGBOI_HIG,S102,2051,1.0
RE1,DEMINDBAGBOI_HIG,S102,2052,1.0
